"id","MQ2","MQ7","MQ135","NO2","C2H5OH","VOC","CO","HMD","TMP","HI","RAWPM","DD","LAT","LON","time"
1595,5.28,4.61,9.62,5.59,64.65,54.5,81.25,60.46,32.0,48.7,,251.78,22.556973,88.4940996,"2024-04-22 10:14:56.215653"
1596,4.84,5.39,9.39,6.02,59.43,55.61,86.57,58.32,32.0,48.45,,253.28,22.556973,88.4940996,"2024-04-22 10:15:01.246791"
1597,3.77,4.55,8.53,6.47,54.46,52.58,87.06,59.9,32.0,46.94,,251.66,22.556973,88.4940996,"2024-04-22 10:15:06.278315"
1598,5.06,5.4,8.85,5.59,65.14,53.75,80.22,62.2,32.0,46.83,,253.28,22.556973,88.4940996,"2024-04-22 10:15:11.311430"
1599,3.37,4.1,9.64,5.63,55.53,52.75,87.39,61.27,32.0,46.41,,252.48,22.556973,88.4940996,"2024-04-22 10:15:16.339761"
1600,4.56,4.35,8.55,6.5,63.05,54.39,83.87,61.17,32.0,46.2,,251.75,22.556973,88.4940996,"2024-04-22 10:15:21.372376"
1601,4.9,4.65,8.53,6.05,64.48,52.75,85.94,60.83,32.0,46.41,,252.96,22.556973,88.4940996,"2024-04-22 10:15:26.406899"
1602,4.47,4.14,9.21,6.38,57.04,52.54,81.03,62.24,32.0,46.84,,252.06,22.556973,88.4940996,"2024-04-22 10:15:31.436776"
1603,3.67,4.86,8.36,5.63,54.82,57.58,81.07,58.87,32.0,46.31,,252.57,22.556973,88.4940996,"2024-04-22 10:15:36.469631"
1604,3.32,4.79,9.04,6.0,60.57,51.2,86.67,60.55,32.0,47.31,,251.75,22.556973,88.4940996,"2024-04-22 10:15:41.496767"
1605,4.83,5.08,9.29,5.74,61.12,55.41,86.93,61.32,32.0,47.56,,252.23,22.556973,88.4940996,"2024-04-22 10:15:46.526567"
1606,3.94,4.07,8.66,5.92,58.89,55.9,81.34,58.39,32.0,49.18,,251.95,22.556973,88.4940996,"2024-04-22 10:15:51.562791"
1607,3.77,4.92,9.22,5.85,54.89,53.58,84.15,60.73,32.0,48.37,,252.3,22.556973,88.4940996,"2024-04-22 10:15:56.594494"
1608,4.5,4.69,9.15,5.93,57.24,52.7,85.96,58.33,32.0,48.14,,253.14,22.556973,88.4940996,"2024-04-22 10:16:01.626425"
1609,4.45,4.97,8.23,5.92,62.81,54.64,81.19,60.23,32.0,48.12,,253.1,22.556973,88.4940996,"2024-04-22 10:16:06.653245"
1610,4.64,5.07,9.65,5.63,56.1,50.48,82.24,59.33,32.0,48.44,,252.9,22.556973,88.4940996,"2024-04-22 10:16:11.676795"
1611,4.16,4.72,9.38,6.58,62.75,52.19,80.76,61.97,32.0,48.7,,252.14,22.556973,88.4940996,"2024-04-22 10:16:16.698329"
1612,4.12,4.31,9.44,6.21,64.94,57.34,83.4,60.71,32.0,48.39,,252.61,22.556973,88.4940996,"2024-04-22 10:16:21.731156"
1613,5.19,4.8,8.93,6.11,56.25,56.11,87.61,59.71,32.0,46.52,,251.53,22.556973,88.4940996,"2024-04-22 10:16:26.759535"
1614,5.48,4.48,8.55,5.6,65.74,54.09,86.49,61.69,32.0,49.62,,253.49,22.556973,88.4940996,"2024-04-22 10:16:31.789046"
1615,4.1,4.11,8.88,6.17,60.75,50.89,85.43,58.62,32.0,49.75,,251.75,22.556973,88.4940996,"2024-04-22 10:16:36.827524"
1616,5.41,4.38,8.85,6.55,55.76,54.03,85.5,61.18,32.0,46.81,,252.01,22.556973,88.4940996,"2024-04-22 10:16:41.859841"
1617,3.91,4.13,9.72,6.05,55.22,55.5,86.67,60.9,32.0,49.0,,253.2,22.556973,88.4940996,"2024-04-22 10:16:46.887233"
1618,4.63,4.85,9.09,6.28,64.57,53.26,81.14,58.54,32.0,46.96,,251.51,22.556973,88.4940996,"2024-04-22 10:16:51.920684"
1619,3.52,5.39,8.96,6.59,59.72,54.12,81.65,59.35,32.0,46.7,,253.21,22.556973,88.4940996,"2024-04-22 10:16:56.949503"
1620,3.89,5.38,8.41,6.15,57.79,56.46,87.57,61.37,32.0,46.25,,253.48,22.556973,88.4940996,"2024-04-22 10:17:01.974822"
1621,4.95,4.58,9.65,6.05,54.43,53.31,81.64,58.85,32.0,46.48,,253.33,22.556973,88.4940996,"2024-04-22 10:17:07.000939"
1622,3.84,4.56,9.47,6.32,57.51,54.57,84.41,58.65,32.0,48.75,,252.6,22.556973,88.4940996,"2024-04-22 10:17:12.024095"
1623,5.48,4.57,9.57,5.56,56.69,52.64,87.32,61.59,32.0,46.91,,253.1,22.556973,88.4940996,"2024-04-22 10:17:17.049845"
1624,4.84,5.01,8.77,6.37,63.66,50.1,87.57,58.42,32.0,49.86,,253.4,22.556973,88.4940996,"2024-04-22 10:17:22.087958"
1625,4.5,4.86,8.9,5.8,57.04,55.37,86.36,60.69,32.0,47.37,,251.57,22.556973,88.4940996,"2024-04-22 10:17:27.114322"
1626,3.7,4.41,8.45,5.51,65.16,50.41,84.02,61.56,32.0,47.4,,252.97,22.556973,88.4940996,"2024-04-22 10:17:32.153236"
1627,3.55,5.46,9.35,6.23,59.81,56.93,85.33,59.7,32.0,49.88,,253.18,22.556973,88.4940996,"2024-04-22 10:17:37.178810"
1628,4.12,4.52,8.7,6.46,56.57,56.88,81.6,59.93,32.0,49.91,,252.56,22.556973,88.4940996,"2024-04-22 10:17:42.200189"
1629,4.99,5.02,9.18,5.72,65.32,57.81,83.7,58.44,32.0,46.53,,252.77,22.556973,88.4940996,"2024-04-22 10:17:47.226384"
1630,4.79,4.41,9.38,6.22,63.13,51.01,85.53,58.38,32.0,49.53,,252.86,22.556973,88.4940996,"2024-04-22 10:17:52.252249"
1631,5.31,5.16,8.69,6.33,59.87,51.34,87.61,61.06,32.0,49.55,,253.39,22.556973,88.4940996,"2024-04-22 10:17:57.276398"
1632,3.32,4.11,9.25,5.94,62.41,55.45,82.41,59.95,32.0,47.12,,252.51,22.556973,88.4940996,"2024-04-22 10:18:02.301525"
1633,5.13,5.38,9.41,6.02,56.27,51.65,81.57,61.19,32.0,48.08,,253.47,22.556973,88.4940996,"2024-04-22 10:18:07.328396"
1634,4.92,5.05,8.61,6.29,59.81,53.34,81.48,60.57,32.0,47.94,,252.24,22.556973,88.4940996,"2024-04-22 10:18:12.357499"
1635,4.84,5.03,9.54,6.5,56.51,50.08,87.66,61.29,32.0,48.78,,252.7,22.556973,88.4940996,"2024-04-22 10:18:17.383829"
1636,5.0,4.38,8.73,6.3,62.12,53.6,82.3,61.91,32.0,48.46,,253.15,22.556973,88.4940996,"2024-04-22 10:18:22.411180"
1637,4.67,4.57,8.26,5.59,55.42,57.06,85.53,58.32,32.0,49.61,,251.73,22.556973,88.4940996,"2024-04-22 10:18:27.440998"
1638,4.3,5.15,8.35,6.56,63.36,55.22,81.57,61.09,32.0,48.22,,252.3,22.556973,88.4940996,"2024-04-22 10:18:32.468154"
1639,4.3,5.09,9.53,5.99,55.84,55.95,86.98,62.24,32.0,48.59,,253.25,22.556973,88.4940996,"2024-04-22 10:18:37.497193"
1640,4.8,5.36,9.7,6.18,59.88,56.7,87.12,61.46,32.0,46.38,,251.86,22.556973,88.4940996,"2024-04-22 10:18:42.523788"
1641,3.54,5.1,9.13,6.43,57.17,57.45,82.75,58.82,32.0,47.18,,253.05,22.556973,88.4940996,"2024-04-22 10:18:47.551255"
1642,3.78,4.19,8.27,5.94,60.69,51.49,83.16,61.44,32.0,48.75,,253.26,22.556973,88.4940996,"2024-04-22 10:18:52.576780"
1643,3.48,4.41,9.51,5.81,59.23,52.72,83.86,61.91,32.0,47.97,,253.22,22.556973,88.4940996,"2024-04-22 10:18:57.599045"
1644,3.64,5.27,9.1,6.26,62.76,55.03,87.7,61.81,32.0,47.75,,252.76,22.556973,88.4940996,"2024-04-22 10:19:02.622707"
1645,5.07,4.45,8.91,5.87,63.58,55.06,81.98,59.85,32.0,49.65,,253.33,22.556973,88.4940996,"2024-04-22 10:19:07.645529"
1646,5.26,4.87,9.57,6.21,60.04,51.56,81.01,60.41,32.0,47.71,,252.56,22.556973,88.4940996,"2024-04-22 10:19:12.670169"
1647,3.28,4.79,8.39,6.1,60.91,57.16,85.25,61.6,32.0,47.66,,252.68,22.556973,88.4940996,"2024-04-22 10:19:17.700334"
1648,5.01,4.54,9.54,6.18,56.2,50.89,87.04,61.76,32.0,46.22,,252.44,22.556973,88.4940996,"2024-04-22 10:19:22.724430"
1649,4.27,4.67,9.03,6.52,55.89,53.07,82.22,61.31,32.0,46.35,,252.49,22.556973,88.4940996,"2024-04-22 10:19:27.747151"
1650,4.68,5.14,8.94,6.09,58.33,51.16,85.52,60.71,32.0,47.68,,251.87,22.556973,88.4940996,"2024-04-22 10:19:32.779456"
1651,3.87,4.83,8.55,6.39,58.97,50.26,82.25,60.42,32.0,49.05,,252.45,22.556973,88.4940996,"2024-04-22 10:19:37.804269"
1652,4.56,4.79,8.28,5.51,56.21,55.93,86.33,59.89,32.0,47.26,,252.36,22.556973,88.4940996,"2024-04-22 10:19:42.969029"
1653,5.33,5.1,9.13,5.58,57.53,57.32,84.16,59.91,32.0,47.78,,252.43,22.556973,88.4940996,"2024-04-22 10:19:47.989480"
1654,4.54,4.69,8.34,5.8,56.27,55.96,85.28,58.64,32.0,46.45,,252.76,22.556973,88.4940996,"2024-04-22 10:19:53.015651"
1655,4.91,4.12,9.51,5.75,65.58,57.89,82.6,60.95,32.0,47.81,,252.7,22.556973,88.4940996,"2024-04-22 10:19:58.037340"
1656,3.24,5.38,8.28,5.68,54.85,55.22,80.18,58.86,32.0,46.45,,251.89,22.556973,88.4940996,"2024-04-22 10:20:03.119270"
1657,3.39,4.78,9.71,6.02,55.1,55.42,83.49,58.98,32.0,48.41,,251.9,22.556973,88.4940996,"2024-04-22 10:20:08.144810"
1658,4.3,4.57,9.28,5.64,57.47,57.77,83.52,61.89,32.0,48.31,,251.74,22.556973,88.4940996,"2024-04-22 10:20:13.167078"
1659,4.53,4.4,8.53,6.47,58.35,54.65,87.54,61.65,32.0,48.22,,252.69,22.556973,88.4940996,"2024-04-22 10:20:18.193854"
1660,4.89,4.55,9.75,5.65,59.4,52.44,81.98,61.42,32.0,47.85,,251.68,22.556973,88.4940996,"2024-04-22 10:20:23.333697"
1661,4.96,4.59,8.43,6.19,63.92,55.35,87.67,62.0,32.0,49.42,,252.58,22.556973,88.4940996,"2024-04-22 10:20:28.357277"
1662,4.46,4.01,9.12,6.5,59.18,54.25,87.64,61.27,32.0,49.59,,253.41,22.556973,88.4940996,"2024-04-22 10:20:33.388056"
1663,5.5,5.42,9.24,5.68,56.35,52.61,83.52,59.86,32.0,48.48,,251.81,22.556973,88.4940996,"2024-04-22 10:20:38.448951"
1664,4.72,4.66,8.91,5.95,61.04,55.91,86.09,60.12,32.0,48.76,,251.61,22.556973,88.4940996,"2024-04-22 10:20:43.473347"
1665,3.49,4.8,8.9,6.44,64.82,50.59,84.5,59.76,32.0,49.37,,252.93,22.556973,88.4940996,"2024-04-22 10:20:48.506445"
1666,4.25,5.36,9.77,6.34,65.36,52.14,80.09,59.58,32.0,48.52,,253.07,22.556973,88.4940996,"2024-04-22 10:20:53.534781"
1667,5.08,4.05,8.41,5.85,55.22,54.81,81.53,60.7,32.0,46.42,,253.4,22.556973,88.4940996,"2024-04-22 10:20:58.562407"
1668,3.63,4.43,8.59,6.25,58.87,53.31,83.21,61.74,32.0,48.96,,252.38,22.556973,88.4940996,"2024-04-22 10:21:03.592154"
1669,3.52,5.31,9.19,5.88,56.23,55.59,87.41,58.2,32.0,49.51,,252.49,22.556973,88.4940996,"2024-04-22 10:21:08.624108"
1670,3.54,4.41,8.83,5.69,54.99,56.33,81.6,61.28,32.0,48.43,,252.43,22.556973,88.4940996,"2024-04-22 10:21:13.653001"
1671,5.34,4.3,8.91,6.22,62.48,57.1,87.02,61.66,32.0,46.45,,252.17,22.556973,88.4940996,"2024-04-22 10:21:18.682773"
1672,4.42,4.52,9.72,5.62,64.75,52.04,85.01,58.31,32.0,47.12,,253.0,22.556973,88.4940996,"2024-04-22 10:21:23.712637"
1673,4.84,5.34,9.55,5.73,56.73,55.03,81.66,61.17,32.0,46.24,,253.28,22.556973,88.4940996,"2024-04-22 10:21:28.743286"
1674,4.05,4.87,9.42,6.31,62.26,52.34,82.1,61.58,32.0,48.89,,253.02,22.556973,88.4940996,"2024-04-22 10:21:33.867753"
1675,4.63,5.32,9.07,5.58,62.59,53.58,80.42,60.36,32.0,48.51,,252.77,22.556973,88.4940996,"2024-04-22 10:21:38.898539"
1676,4.2,5.5,9.37,6.4,64.82,54.17,84.11,61.39,32.0,49.87,,252.34,22.556973,88.4940996,"2024-04-22 10:21:43.930656"
1677,5.1,4.26,8.21,6.56,55.34,53.09,85.35,61.19,32.0,48.36,,251.92,22.556973,88.4940996,"2024-04-22 10:21:49.002332"
1678,4.35,4.13,9.04,6.32,65.67,57.21,82.42,60.0,32.0,48.41,,252.57,22.556973,88.4940996,"2024-04-22 10:21:54.095405"
1679,3.45,4.4,9.58,5.77,59.2,56.09,83.72,61.1,32.0,47.35,,252.5,22.556973,88.4940996,"2024-04-22 10:21:59.136397"
1680,4.4,4.16,9.55,5.5,64.26,53.51,84.46,58.37,32.0,49.88,,253.08,22.556973,88.4940996,"2024-04-22 10:22:04.165493"
1681,3.61,5.36,9.62,6.29,60.69,57.2,81.84,58.37,32.0,46.58,,252.65,22.556973,88.4940996,"2024-04-22 10:22:09.191459"
1682,4.38,4.3,9.53,6.19,62.46,54.23,87.84,61.09,32.0,49.5,,252.87,22.556973,88.4940996,"2024-04-22 10:22:14.214150"
1683,4.04,4.07,9.62,5.57,58.54,50.48,83.93,58.47,32.0,49.34,,252.78,22.556973,88.4940996,"2024-04-22 10:22:19.247379"
1684,3.53,4.13,8.31,5.98,57.66,52.58,80.86,62.27,32.0,47.9,,252.44,22.556973,88.4940996,"2024-04-22 10:22:24.271795"
1685,5.14,4.8,8.74,5.95,63.86,58.0,84.66,58.98,32.0,46.43,,253.43,22.556973,88.4940996,"2024-04-22 10:22:29.294878"
1686,4.38,4.35,8.98,6.58,60.15,55.99,87.32,60.09,32.0,48.58,,253.14,22.556973,88.4940996,"2024-04-22 10:22:34.323180"
1687,3.7,5.3,9.67,6.54,57.93,51.4,85.18,58.78,32.0,49.15,,253.09,22.556973,88.4940996,"2024-04-22 10:22:39.345134"
1688,3.44,4.07,9.5,5.98,55.04,55.16,87.58,58.93,32.0,47.21,,253.28,22.556973,88.4940996,"2024-04-22 10:22:44.365405"
1689,5.42,4.81,9.06,6.16,58.74,50.51,86.14,60.9,32.0,48.07,,253.07,22.556973,88.4940996,"2024-04-22 10:22:49.392451"
1690,4.52,5.02,8.33,6.39,55.88,51.76,80.54,59.78,32.0,49.7,,253.36,22.556973,88.4940996,"2024-04-22 10:22:54.419676"
1691,3.72,4.72,8.72,6.36,65.38,52.12,83.54,61.53,32.0,49.9,,251.76,22.556973,88.4940996,"2024-04-22 10:22:59.450914"
1692,5.39,4.93,9.7,6.13,62.05,50.48,80.8,61.35,32.0,49.32,,252.64,22.556973,88.4940996,"2024-04-22 10:23:04.475638"
1693,5.16,4.98,8.58,6.58,64.86,53.72,80.43,61.72,32.0,48.34,,251.81,22.556973,88.4940996,"2024-04-22 10:23:09.501520"
1694,4.59,5.28,8.59,5.66,56.09,56.45,83.08,62.29,32.0,46.28,,251.99,22.556973,88.4940996,"2024-04-22 10:23:14.525757"
1695,5.48,5.26,8.48,6.03,58.12,56.51,86.94,61.73,32.0,46.59,,252.15,22.556973,88.4940996,"2024-04-22 10:23:19.548784"
1696,3.44,5.33,9.57,6.35,57.0,55.55,81.49,58.61,32.0,47.23,,253.33,22.556973,88.4940996,"2024-04-22 10:23:24.579024"
1697,3.88,5.11,9.77,6.19,57.07,54.42,87.35,61.41,32.0,47.31,,252.54,22.556973,88.4940996,"2024-04-22 10:23:29.608319"
1698,3.45,5.1,9.1,5.73,54.14,56.94,87.93,59.4,32.0,47.68,,252.3,22.556973,88.4940996,"2024-04-22 10:23:34.632828"
1699,4.47,4.85,9.74,6.0,56.1,54.45,80.59,58.96,32.0,47.7,,252.05,22.556973,88.4940996,"2024-04-22 10:23:39.661109"
1700,5.22,5.3,9.2,5.52,59.08,57.28,86.41,61.69,32.0,47.01,,252.07,22.556973,88.4940996,"2024-04-22 10:23:44.685710"
1701,5.21,4.68,8.92,6.51,65.98,52.58,81.93,58.88,32.0,46.26,,252.2,22.556973,88.4940996,"2024-04-22 10:23:49.838584"
1702,5.11,4.65,9.65,5.75,63.98,53.3,85.47,60.02,32.0,46.57,,252.92,22.556973,88.4940996,"2024-04-22 10:23:54.868794"
1703,4.34,4.84,9.05,6.55,60.23,50.63,84.11,58.2,32.0,48.94,,252.93,22.556973,88.4940996,"2024-04-22 10:23:59.891681"
1704,5.3,4.96,8.83,5.52,54.75,54.51,85.45,60.26,32.0,49.2,,253.06,22.556973,88.4940996,"2024-04-22 10:24:04.917025"
1705,3.31,4.16,9.41,6.02,55.0,57.09,84.07,61.67,32.0,49.8,,252.99,22.556973,88.4940996,"2024-04-22 10:24:09.946110"
1706,4.72,5.41,9.27,6.59,59.28,50.95,81.51,58.69,32.0,46.54,,252.9,22.556973,88.4940996,"2024-04-22 10:24:14.973665"
1707,4.51,4.4,8.85,6.12,64.32,51.42,87.85,58.44,32.0,49.42,,252.01,22.556973,88.4940996,"2024-04-22 10:24:19.996726"
1708,5.27,4.74,9.23,6.06,54.81,56.99,84.11,59.16,32.0,49.18,,252.59,22.556973,88.4940996,"2024-04-22 10:24:25.027494"
1709,3.92,4.53,8.27,6.49,59.38,54.51,80.6,59.9,32.0,46.65,,252.13,22.556973,88.4940996,"2024-04-22 10:24:30.051408"
1710,3.33,4.45,8.77,6.55,65.08,53.62,80.84,61.11,32.0,47.68,,252.66,22.556973,88.4940996,"2024-04-22 10:24:35.073191"
1711,3.55,4.3,9.47,5.52,64.61,56.6,80.61,60.08,32.0,48.41,,252.01,22.556973,88.4940996,"2024-04-22 10:24:40.111402"
1712,3.29,4.15,9.24,5.66,65.23,54.48,83.92,60.23,32.0,47.27,,251.63,22.556973,88.4940996,"2024-04-22 10:24:45.138002"
1713,3.85,5.18,9.75,5.77,56.49,54.64,87.69,58.67,32.0,49.57,,252.43,22.556973,88.4940996,"2024-04-22 10:24:50.165005"
1714,4.28,4.97,9.68,5.82,58.59,53.45,87.28,58.42,32.0,48.46,,253.06,22.556973,88.4940996,"2024-04-22 10:24:55.192557"
1715,5.35,4.83,8.96,6.57,62.42,54.06,86.43,62.17,32.0,47.07,,252.4,22.556973,88.4940996,"2024-04-22 10:25:00.215934"
1716,3.49,4.21,8.84,6.54,59.0,51.95,82.3,58.81,32.0,48.66,,252.49,22.556973,88.4940996,"2024-04-22 10:25:05.244585"
1717,3.44,5.04,8.92,5.96,61.25,51.92,84.28,59.53,32.0,48.56,,252.75,22.556973,88.4940996,"2024-04-22 10:25:10.267331"
1718,3.72,4.0,9.15,6.47,64.46,55.61,87.53,59.52,32.0,49.61,,253.27,22.556973,88.4940996,"2024-04-22 10:25:15.300684"
1719,5.01,5.4,8.65,6.13,55.26,55.84,86.01,61.64,32.0,48.37,,252.21,22.556973,88.4940996,"2024-04-22 10:25:20.354242"
1720,4.06,5.09,9.66,6.34,60.35,56.77,82.45,60.19,32.0,46.34,,252.76,22.556973,88.4940996,"2024-04-22 10:25:25.384607"
1721,4.33,5.14,8.2,6.16,62.03,53.98,86.31,61.95,32.0,47.46,,252.84,22.556973,88.4940996,"2024-04-22 10:25:30.407315"
1722,4.81,4.77,9.33,5.67,58.48,51.67,84.26,59.63,32.0,48.75,,251.82,22.556973,88.4940996,"2024-04-22 10:25:35.433132"
1723,4.42,4.16,9.74,6.53,63.24,53.11,85.1,60.44,32.0,47.3,,252.67,22.556973,88.4940996,"2024-04-22 10:25:40.459573"
1724,5.37,4.31,8.55,5.86,56.33,54.74,86.85,59.34,32.0,49.36,,251.94,22.556973,88.4940996,"2024-04-22 10:25:45.482490"
1725,5.31,5.34,8.99,5.6,61.34,55.92,85.44,59.63,32.0,49.94,,251.88,22.556973,88.4940996,"2024-04-22 10:25:50.504375"
1726,3.4,4.66,8.5,6.18,65.3,54.28,81.8,60.83,32.0,47.68,,251.71,22.556973,88.4940996,"2024-04-22 10:25:55.531643"
1727,3.89,4.24,8.29,6.43,64.54,54.56,83.59,58.9,32.0,47.9,,252.6,22.556973,88.4940996,"2024-04-22 10:26:00.558154"
1728,4.59,4.8,9.8,6.21,61.71,57.29,86.55,61.58,32.0,46.83,,253.4,22.556973,88.4940996,"2024-04-22 10:26:05.581922"
1729,4.16,5.41,8.45,5.82,64.09,52.5,85.72,59.49,32.0,46.72,,251.66,22.556973,88.4940996,"2024-04-22 10:26:10.610160"
1730,3.78,4.44,8.57,5.73,61.98,57.78,80.44,58.32,32.0,47.64,,252.05,22.556973,88.4940996,"2024-04-22 10:26:15.634057"
1731,4.99,4.52,8.54,5.69,60.24,55.76,81.86,61.25,32.0,49.88,,253.4,22.556973,88.4940996,"2024-04-22 10:26:20.662665"
1732,3.33,4.95,8.25,5.77,58.55,55.51,86.8,60.62,32.0,46.37,,253.34,22.556973,88.4940996,"2024-04-22 10:26:25.699610"
1733,3.23,4.05,9.76,5.71,63.22,52.92,84.51,59.32,32.0,49.16,,251.59,22.556973,88.4940996,"2024-04-22 10:26:30.730336"
1734,4.82,4.66,8.82,5.82,56.39,51.01,80.81,61.58,32.0,49.32,,252.54,22.556973,88.4940996,"2024-04-22 10:26:35.752774"
1735,3.62,5.39,8.67,5.6,62.59,56.8,82.05,60.22,32.0,48.97,,252.06,22.556973,88.4940996,"2024-04-22 10:26:40.776931"
1736,4.79,5.44,9.31,6.17,61.45,54.12,80.26,60.26,32.0,47.49,,253.39,22.556973,88.4940996,"2024-04-22 10:26:45.801657"
1737,5.19,5.5,9.5,6.45,63.93,53.4,84.43,59.34,32.0,49.08,,252.27,22.556973,88.4940996,"2024-04-22 10:26:50.831450"
1738,4.98,4.21,9.09,6.34,62.84,50.91,85.78,61.5,32.0,47.52,,253.33,22.556973,88.4940996,"2024-04-22 10:26:55.863031"
1739,3.71,4.24,8.46,6.16,57.72,50.32,85.56,60.44,32.0,47.6,,251.99,22.556973,88.4940996,"2024-04-22 10:27:00.887701"
1740,5.24,4.67,9.18,5.5,54.8,50.86,86.38,59.51,32.0,47.44,,252.57,22.556973,88.4940996,"2024-04-22 10:27:05.909594"
1741,5.44,4.52,9.27,5.58,62.65,50.64,87.47,60.59,32.0,47.63,,253.02,22.556973,88.4940996,"2024-04-22 10:27:10.938373"
1742,4.93,5.29,8.29,6.42,59.62,55.71,82.94,60.0,32.0,49.73,,252.7,22.556973,88.4940996,"2024-04-22 10:27:15.963889"
1743,3.49,4.02,9.06,5.97,58.73,53.0,81.07,60.4,32.0,48.92,,251.76,22.556973,88.4940996,"2024-04-22 10:27:20.990121"
1744,4.4,4.42,9.19,6.05,61.17,52.53,86.71,58.37,32.0,47.89,,252.44,22.556973,88.4940996,"2024-04-22 10:27:26.019978"
1745,4.19,4.92,9.19,6.46,56.82,54.1,82.13,61.85,32.0,47.86,,252.1,22.556973,88.4940996,"2024-04-22 10:27:31.048628"
1746,4.02,5.4,9.13,5.84,64.78,54.88,81.93,60.5,32.0,48.07,,252.11,22.556973,88.4940996,"2024-04-22 10:27:36.073544"
1747,5.12,5.25,9.11,5.88,65.03,57.1,86.36,61.0,32.0,49.9,,252.09,22.556973,88.4940996,"2024-04-22 10:27:41.101716"
1748,5.3,4.76,8.39,5.54,60.36,52.05,87.18,61.48,32.0,46.45,,253.08,22.556973,88.4940996,"2024-04-22 10:27:46.128484"
1749,4.8,4.06,8.35,6.18,60.46,52.77,81.7,61.93,32.0,49.65,,251.68,22.556973,88.4940996,"2024-04-22 10:27:51.159384"
1750,4.78,5.47,9.17,5.88,58.15,55.17,82.48,61.19,32.0,46.4,,253.12,22.556973,88.4940996,"2024-04-22 10:27:56.184384"
1751,4.77,4.2,9.45,6.32,59.02,54.3,80.68,61.4,32.0,46.5,,251.58,22.556973,88.4940996,"2024-04-22 10:28:01.206262"
1752,4.5,4.09,9.19,5.82,60.05,57.29,87.76,58.81,32.0,46.83,,252.73,22.556973,88.4940996,"2024-04-22 10:28:06.231332"
1753,3.29,5.16,8.87,5.51,60.44,55.15,81.11,58.84,32.0,46.21,,252.02,22.556973,88.4940996,"2024-04-22 10:28:11.260659"
1754,3.47,5.1,8.51,6.0,60.19,50.17,82.1,60.69,32.0,49.99,,253.04,22.556973,88.4940996,"2024-04-22 10:28:16.289830"
1755,4.25,4.81,8.29,6.5,64.51,52.61,81.89,61.77,32.0,47.22,,253.21,22.556973,88.4940996,"2024-04-22 10:28:21.320058"
1756,3.55,4.96,8.62,5.95,56.43,57.55,83.33,59.91,32.0,46.38,,252.5,22.556973,88.4940996,"2024-04-22 10:28:26.347261"
1757,4.89,4.7,9.77,6.44,64.12,52.53,82.01,60.47,32.0,49.85,,252.85,22.556973,88.4940996,"2024-04-22 10:28:31.373714"
1758,3.46,4.47,8.57,6.41,57.84,55.25,82.66,58.87,32.0,48.77,,252.89,22.556973,88.4940996,"2024-04-22 10:28:36.401468"
1759,4.33,5.21,8.26,6.54,61.54,55.54,81.54,59.93,32.0,46.59,,252.64,22.556973,88.4940996,"2024-04-22 10:28:41.428685"
1760,4.89,4.07,8.87,5.67,61.35,57.62,83.73,61.76,32.0,48.26,,251.93,22.556973,88.4940996,"2024-04-22 10:28:46.453325"
1761,4.08,4.01,8.48,6.37,64.69,53.51,86.47,58.84,32.0,46.69,,252.31,22.556973,88.4940996,"2024-04-22 10:28:51.484567"
1762,3.27,5.47,8.8,6.16,62.58,51.91,84.07,61.27,32.0,46.73,,252.25,22.556973,88.4940996,"2024-04-22 10:28:56.516212"
1763,4.36,4.29,8.82,6.25,55.2,54.06,80.68,58.42,32.0,48.64,,252.76,22.556973,88.4940996,"2024-04-22 10:29:01.556558"
1764,3.46,4.17,9.5,6.37,63.43,54.24,86.8,60.31,32.0,47.68,,253.5,22.556973,88.4940996,"2024-04-22 10:29:06.587458"
1765,5.01,4.57,8.32,6.52,58.79,50.13,87.53,60.07,32.0,49.3,,253.41,22.556973,88.4940996,"2024-04-22 10:29:11.612238"
1766,4.4,4.47,9.65,5.97,57.04,56.71,87.41,58.53,32.0,47.65,,251.74,22.556973,88.4940996,"2024-04-22 10:29:16.639538"
1767,3.32,5.31,8.21,5.97,62.18,54.01,86.99,58.83,32.0,48.08,,252.4,22.556973,88.4940996,"2024-04-22 10:29:21.668898"
1768,3.65,4.38,9.54,6.54,57.83,53.51,83.94,60.85,32.0,47.74,,252.18,22.556973,88.4940996,"2024-04-22 10:29:26.700333"
1769,3.59,5.36,9.74,6.22,61.67,50.66,84.3,61.86,32.0,47.32,,253.17,22.556973,88.4940996,"2024-04-22 10:29:31.735231"
1770,4.54,4.19,9.6,6.17,63.53,56.74,87.21,58.32,32.0,47.81,,251.65,22.556973,88.4940996,"2024-04-22 10:29:36.762282"
1771,3.51,4.81,9.06,6.54,57.85,51.47,82.81,59.97,32.0,48.99,,252.96,22.556973,88.4940996,"2024-04-22 10:29:41.785207"
1772,4.48,5.48,8.29,6.17,60.47,57.95,86.66,58.7,32.0,46.38,,253.43,22.556973,88.4940996,"2024-04-22 10:29:46.813616"
1773,4.17,5.35,9.69,5.69,56.86,56.17,82.53,58.94,32.0,49.61,,251.66,22.556973,88.4940996,"2024-04-22 10:29:51.854073"
1774,3.65,4.03,9.76,6.29,55.56,53.19,85.24,58.29,32.0,46.98,,252.02,22.556973,88.4940996,"2024-04-22 10:29:57.007550"
